description,playlist_link,track URI,track_name,track_album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_track,track_release_date,main_artist_name,main_artist_popularity,all_artist,all_followers,artist_genres,Lyrics,words/min,word count
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,5B40Td13cDQ4adeAiLf8Z4,Twin (feat. Lil Durk),Twin (feat. Lil Durk),0.785,0.609,11,-8.623,0,0.186,0.031,5.47e-05,0.096,0.326,83.962,148855,76,11/14/22,Roddy Ricch,81,"['Roddy Ricch', 'Lil Durk']","[8848108, 5028829]","[['melodic rap', 'rap', 'trap'], ['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]","Turn the beat down, the bass crazy Twin (twin), that's my twin (that's my twin) Twin (twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) Ayy, twin (that's my twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) And my tint (and my tint), five percent (five percent) Fuck around (fuck around), pay your rent (pay your rent) Tamea, Tamera, we draped down in karats I flew out to London to blow a bag at Harrods I shut down the currency exchange (I shut down the currency exchange) Across the street from my hotel (across the street from my hotel) Bought every fragrance you could see (every fragrance you could see) So when I walk by you can smell (so when I walk by, you can smell) Call up Durkio, I need a evil twin in this bitch Twenties, fifties, hundreds, I barely see some tens in this bitch, ayy All it take (all it take), all I know (all I know) Front row (front row), fashion show (fashion show) Balenciaga (Balenciaga), the Paris way (Paris way) Kim K (Kim K), better get back with ye (back with Ye) Ayy, twin (that's my twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) And my tint (and my tint), five percent (five percent) Fuck around (fuck around), pay your rent (pay your rent) Ayy, twin (that's my twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) And my tint (and my tint, Smurk), five percent (five percent, go) Fuck around (fuck around, go, go), pay your rent (pay your rent, ayy, twin, go) I caught a jet right to the trenches, fucked around and popped a ten (yeah) I couldn't really pop my shit, I had to get back for my twin (grrah, grrah) Say, ""Free Shiesty,"" 'til he free, go ask his bitch, I sent him ten (Go) Me and Deeski shared a room with double bed at Drury Inn (man, what?) Ask your favorite rapper why he go to him, his jewelry dim (jewelry too dim) Ain't no proper cause, the state did Rose worser than the Knicks (worser than the Knicks) When you tell an nigga no they'll treat you worser than a bitch (worser than a bitch) Brought my twin to beat your ass, we'll do you worser with a stick (man, what?) We not menace to society, killers got variety I done seen some shit that super deep, I got anxiety If you not my twin or my friend, can't get my addy (no) Go and ask my opps (no), belt to ass, I'm they daddy (go) Ayy, twin (that's my twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) And my tint (and my tint), five percent (five percent) Fuck around (fuck around), pay your rent (pay your rent) Ayy, twin (that's my twin), that's my twin (that's my twin) GLE (GLE), matchin' Benz (matchin' Benz) And my tint (and my tint), five percent (five percent) Fuck around (fuck around), pay your rent (pay your rent)",210.0030230761479,521.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,5JS1gz9zP4GTy0LZYvSeUK,2 Million Up,ONLY BUILT 4 DIAMOND LINKS,0.884,0.423,6,-10.181,0,0.275,0.115,0.0,0.0895,0.259,95.753,159973,76,8/12/22,Peezy,64,['Peezy'],[114862],[['detroit trap']],"Oh my goodness Oh my goodness, CT If we locked in, ain't no switchin' up Brodie came home, went to pick him up Nigga killed my mans, I'm riding with a picture of him Shoot back to the crib, went to pick the switches up Stolen Track hawk, got it tinted up Caught him outside, now he in a blunt Ain't no falling off, I done put two million up, nigga Aint no failing off, I done put two million up Caught his ass at the light like Tupac and hit him up Ain't no life after death nigga you ain't big enough Know them younglings mean business when they in that rental truck They gon' spin til' they dizzy or the police pick em' up I been stayin' out the way, I been focused on this pape' Killers coming out of retirement the day a nigga play Hit your man with a package, he don't pay I make him pay I could stop selling all this shit today with what I made today Niggas probably won't admit it, but I paved the way Who else you know made all those millions and ain't signed no papers? Did my time like a gangster, never made a statement It's fuck niggas like I'm racist Niggas wasn't there when we was rappin' in the basement They were throwin' parties, we were cookin' crack and shavin' Hit your house party, fuck it up, we misbehaving Gotta keep an eye on my nigga Slim cause he shady Take it out the water, let it dry, put it on a ruler He ain't know what he was doin', I had to school him Teach you how to turn a half to a whole one, I'm a tutor Have you jumpin' out a foreign, pockets filled with all blue ones Thirty in the glitzy, bitch, I'm ridin' with a cougar Red and green Gucci sweater on just like Freddy Krueger Everybody 'round me family, nigga, we don't do recruitin' Everybody 'round me shooters, ain't no tellin' who Was shootin', nigga Tell promoters book me, we gone come and make a movie All my friends dead, got me ridin' with this Uzi Got some niggas in the feds, got some niggas in the state Got some niggas goin' in, got some niggas on the way Told brodie take the plea, live to fight another day Went to trial and he lost and they gave him all day Collect call, pick it up, feel him smilin' through the phone Told me keep my feet on these niggas' neck 'til he come home You know it's on If we locked in, ain't no switchin' up Brodie came home, went to pick him up Nigga killed my mans, I'm riding with a picture of him Shoot back to the crib, went to pick the switches up Stolen track hawk, got it tinted up Caught him outside, now he in a blunt Ain't no falling off, I done put two million up, nigga Ain't no failing off, I done put two million up",192.0324054684228,512.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,7CpXFEjLntpr4GdOhTtFEv,"One Mic, One Gun","One Mic, One Gun",0.756,0.916,1,-2.692,1,0.207,0.0351,0.0,0.241,0.458,149.961,169693,76,11/29/22,Nas,76,"['Nas', '21 Savage']","[3130536, 12588101]","[['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'], ['atl hip hop', 'rap']]","Ain't no back and forth, ain't no left or right (21, 21) I got King's Disease, but I moved like a knife (21, 21) Rappers bandwagon tryna some likes (21, 21) I do it for the fam, never for the hype (21, 21) When you turn a legend, no such thing as relevance (21, 21) They must've forgot that I'm a new rapper that got integrity (21, 21) All in the media and blogs, that's just a place I don't care to be (21, 21) Most of these niggas won't say shit if they was ahead of me (Hit-Boy) No back and forth, I did it back then, I'll do it right now (woo!) I opened a lane for my era, I'm goated, they gavе me the crown G.O.A.T. with all the succеss, the negative press, I'm watchin' it pile (uh) They sayin' that black music dyin', I'm sayin', ""They wipin' us out!"" But look at me now, damn, y'all, look at me now Whatever I do is N.Y., I'm keepin' it Queens 'cause that's my side I shook up the town, I shook up the city, I shook up the state I'm with 21 on my second run, this shit come with age It's a conversation (woo!), it's determination Your interpretation, I just shocked the nation (oh) Did my tour with The Wu', I came back and I set the pace (whoa) They just ran in one of my cribs and took what? I replaced it (haha) Two caucasians up out of their faces Most of y'all assumed that they was black, it's exploitation (Black Caesar) They ain't know that I see everything, invested in Ring It's cool to be mainstream, I'd rather be timeless That's if we keepin' it P, 21 (21, 21) I'm on that same trajectory Bullet wounds and jail cells couldn't stop me, this my destiny Never controversial, I'm mad the fans expected less from me Nigga sneezed around me, wipe his nose, won't get no bless from me Fuck the jewelry, I rather buy land and invest successfully I got all type of stocks and bonds, Kehinde Wiley on my wall And I'ma pass it to my son If Savage like the capo that mean Escobar the don, one mic, one gun My net worth like eight figures, I'm workin' on gettin' me nine You know that I'm one of them niggas, I ain't doin' no cappin' or lyin' You rappers be chasin' the hype, I do it and I don't be tryin' I ain't goin' against no legend, nigga, I'm tryna be next in line They actin' like I just popped, I was platinum before I signed I went platinum without no features, I put platinum on your mind This Glock I got two-tone, and this bitch don't bust no rhyme They wanna see me fucked so they could deport me like I'm Shyne No back and forth, I did it back then, I'll do it right now (woo!) They tellin' me that I'm the G-O-A-T, I been here for a while G.O.A.T. love me today, hate me tomorrow, no switchin' my style (uh) 21, Yak', y'all get together, be big for the South (the globe) But look at me now, damn, y'all, look at me now (uh) Whatever I do is New York, you hear that shit all in my vowels (grrt) I shook up the town, I shook up the city, I shook up the state I'm one of them ones, on my second run, I'm on a new wave (wave) Two kings We're sendin' love to the whole culture 21, Esco, Mass Appeal, Slaughter Gang This shit too easy, king",215.68361688460928,610.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,4OkFBMU18NidtaefaTjUq1,Real Spill,It's Only Me,0.776,0.557,2,-7.441,1,0.545,0.0496,0.0,0.112,0.284,156.978,198722,78,10/14/22,Lil Baby,90,['Lil Baby'],[12800156],"[['atl hip hop', 'atl trap', 'rap', 'trap']]","(Only love could bring us) (Bring us to this better plane) I know that I'm beneficial I can't show no feelings Bentley windows tinted Nowadays ain't no time for me to kick it Business too intensive They gone say that I been actin' different I'm beyond, they mental I moved on from slanging drugs and pistols Can't be thinking simple Tighten up my circle Someone in my camp been leaking info The Maybach triple black, the shit relaxing Feel like I'm in a limo I pull through the hood 2 let them see I let down all the windows I know I'm the motivation They see me they see a hero Lot of niggas rich, but it hit different When you come from zero They know I bang C's But everyday I need a different B roll Super superstitious Ask my niggas, I still pick up pennies You can't give attention to these bitches When your name get mentioned If i don't kill him, he gone be in critical condition When I'm finished with him Some shit just can't faze you when you been that nigga Brodie died, that shit had me all sentimental Cuz got life in jail I pray to God they overturn his sentence I got too much money for my mom to work a job I know she proud now Sensei bitches when they see me They gone bow down I made real niggas win again, we back in style now And I got the blicky for that rah-rah I go to the dealership with checks soon as the car drop My new house got sliding glass doors Don't got no doorknobs I'm in charge, I'm always gone go hard You just do your part, and no matter what Know if you get up, then you lose your spot You can say whatever But if I change its for the better That shit was painful, but I ain't let up I left a stain in the ghetto Been inside the mix since a lil jit Got my name from the ghetto, but I'm bigger now I can go to dinner with Corey Gamble and Miss Jenner now Couple hundred on the grand up on the 'Gram gefore it went in style They'll call me like take it down I been the one, bossed up I don't gotta do it, but I'ma get her done I man up and handle my problems When I can easily run Easy come, easy go Sell it all get some more We done made it to another year I'm swapping out my cars again Everything is the latest Can't complain, 'cause I made it Who am I gone judge? I don't never hold nuts I don't never hold grudge Went to Miami for a concert Hit Chanel store for my baby I spend 300 on a Mercedes If I keep goin, I'll be the greatest I bust out crying, and I wasn't sad It's just a little feeling you get when you make it I done tried tried tried and tried again I cant even fake it I got too much money for my mom to work a job I know she proud now Sensei bitches when they see me They gone bow down I made real niggas win again, we back in style now And I got the blicky for that rah-rah I go to the dealership with checks soon as the car drop My new house got sliding glass doors Don't got no doorknobs Im in charge, I'm always gone go hard You just do your part and no matter what Know if you get up, then you lose your spot (Only one of us who's gonna walk away) ♪ (Here in the deep below) (That only darkness really knows)",190.5174062257828,631.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,6yDPFrHZLQbQa9Itd2J4Gp,Water (Drowning Pt. 2) [feat. Kodak Black],Me vs. Myself,0.855,0.603,0,-5.488,1,0.284,0.0392,0.0,0.105,0.494,129.976,206769,77,12/9/22,A Boogie Wit da Hoodie,84,"['A Boogie Wit da Hoodie', 'Kodak Black']","[7053595, 8897206]","[['melodic rap', 'rap', 'trap'], ['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']]","Ride my wave, might drown in it My wave, my wave, might drown in it Might drown, mm-mm, mm-mm, baby Might drown, look, woo Ride my wave, you won't ever need no water (You think I was playin' when I said I'm really ballin'? Woo) I need two or three, just you and me, that might get borin' I don't fuck with hoes that make up stories, not Sephora When she with me she know she don't ever need no water Cheat on me, I'ma fuck your best friend, just don't get me started I threw like a hundred thousand every month at Starlet's Just don't tell my baby momma nothin' From the Bronx, I got it tatted, my nigga, look I don't do no G-Wagon, unless I'm with the gang Leo, the stragglers with us We was really pushin' Ps and crackin' cars But I couldn't say that in songs They gon' try to make a case out of what I say No matter if it was true or false All of my niggas got baptized to the streets Catch a body and talk to God My role model brought my head up at thirteen 50 Cent taught me how to rob And then my mom moved me to Florida to finish high school And that's when I caught the charge Bought a double R, treated it like a Mercedes, girl, I swear to God And I'm from New York, you can call me baby Baby like I'm Biggie Smalls The way you be, the way you be sayin' my name, yeah I'm wavy, you throwin' it back, different angles And I used to be rockin' the same clothes Thinkin' it was okay 'cause it's Balmain, all Birkins and Tiffany for my main hoe Did it all, I retired to Palm Angels Ride my wave, you won't ever need no water (You think I was playin' when I said I'm really ballin'? Woo) I need two or three, just you and me, that make it borin' I don't fuck with hoes that make up stories, not Sephora When she with me she know she don't ever need no water Cheat on me, I'ma fuck your best friend, just don't get me started I threw like a hundred thousand every month at Starlet's Just don't tell my baby momma nothin' (Just don't tell my baby momma nothin') Mm, all the water like a sea, I came in with A Boogie and PnB Thuggin', I never went to BET But I came a long way, I'm on in the streets I'm ballin', I don't give a fuck what time it is Bitch, I'm goin' back to sleep, ayy I'm bouncin' I can call up all your steppers To knock you right off of your feet, ayy My money ran deep, rain hit my wrist, water turn to ice, ayy Oh, you know I'm cheatin'? Even when I'm wrong Bitch, I'm always right I go to New York for the jury, I go to North Miami for the Perky I put the remix on the verse Nuttin' in three bitches on purpose, you heard me Richard Mille cost a half a ounce, in a hotel tryna bust a scamp Paid three Bs for this fuckin' deal Made three hundred racks, no question I was only tryna make it for my fam' Had to make it sell, it wasn't no twists I went on robberies to get designer jeans so I'm stylin' free Nigga, Funk Flex Ride my wave, you won't ever need no water (uh-huh) (You think I was playin' when I said I'm really ballin'? Woo) I need two or three, just you and me, that make it borin' I don't fuck with hoes that make up stories, not Sephora When she with me she know she don't ever need no water Cheat on me, I'ma fuck your best friend, just don't get me started I threw like a hundred thousand every month at Starlet's Just don't tell my baby momma nothin'",194.71003873888253,671.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),Her Loss,0.749,0.63,4,-6.652,0,0.116,0.0623,0.0,0.353,0.445,122.03,242027,88,11/4/22,Drake,97,"['Drake', '21 Savage', 'Travis Scott']","[71049961, 12588101, 21737479]","[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap'], ['atl hip hop', 'rap'], ['rap', 'slap house']]","I been out, late night creepin', should I slide on bitches? Posted up with the militia Niggas ain't switchin', mind on missions Mind on pussy and millions, mind on pussy and millions I'm tryna call a sex symbol to eat my kids up They say more money, more problems (will) Bring on the problems (will) Bring on the problems (will) Bring on the motherfuckin' problems They say more money, more problems Bring on the problems Bring on the problems Bring on the motherfuckin' problems, ayy Braided up and my two weeks up Hit 'em then I get amnesia Life ain't gettin' any easier Flocka, Flockasita I know that I'm not in love, she don't love me either It's just hard to find the love, this shit keep on gettin' deeper Who said it's cheaper to keep her? I'd rather release her Body ain't give her the wave like a feature You know the procedure Niggas is praying to God so we stay with the sweeper I'm reppin' 4L with my twinny, so treacherous introduce y'all to the leader Come to me with all the smoke I like the money, for sure But I love the hustle the most She pretty, she show off her toes And my Pateks, they came with a pole Know this money bring envy and jealousy I'm like: ""Fuck it, I want me some more"" Hit her from the back, she bent up Playin' with the money, get spent up Chains on my neck, no Kente You the type of girl I pay rent for Suck it in the car, that's what the tint for Bought me a plane, not a sprinter Quarter-million dollars on her dental She say I'm a stepper, but gentle I been out, late night creepin', should I slide on bitches? Posted up with the militia Niggas ain't switchin', mind on missions Mind on pussy and millions, mind on pussy and millions I'm tryna call a sex symbol to eat my kids up They say more money, more problems (will) Bring on the problems (will) Bring on the problems (will) Bring on the motherfuckin' problems They say more money, more problems Bring on the problems Bring on the problems Bring on the motherfuckin' Only signin' the gang We the new Lucian Grainge Bring on the rings (yeah) Her MJ thing, I'm talkin' a Brady thing I'm off of the juice, never could cycle the mix Rockin' the braids, not the twists Full puff, he can't comb Not actin' like Christians in here But Christian Dior in they homes, the bigger we get Gotta thank God for this, I got a lot that I give I be handin' out gifts like the Christmas on 25th Out in the 20s inside of the 20 and Said I would buy the jet 'fore I could 'fford this shit Now I got the jet, building the landing strip In the back of the crib, I record the hits In the front of the crib they valet the whips (How many whips I need? Let's go) Breakin', breakin' the records, more money, more problems They come with the status Runnin' through customs when you run the atlas I got accustomed, accustomed the fastest I'm talkin' 'bout fabrics, I'm talkin' 'bout mattress I never sleep, though I sleep with a baddie I'm movin' deep 'cause that's just how it's happenin' (ooh) If you come out, just be ready for action (la Flame) Just needed some time I settled my time, now they see the signs You didn't leave me solo, right here, all alone You held it down for me, right on my own (ooh) Young nigga get it, just try to get home I got a rolodex all on my phone and it's still wrong I been out, late night creepin', should I slide on bitches? Posted outside with militia Niggas ain't switchin', mind on mission Mind on pussy and billions, mind on pussy and billions You know I got a sex symbol, that eat my kids, uh They say more money, more problems Bring on the problems Bring on the problems Bring on the motherfuckin' problems They say more money, more problems Bring on the problems Bring on the problems Bring on the motherfuckin'-",175.51760753965468,708.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,42tD9J0KCPFSc1d2hFTvAf,NOSTYLIST,NO STYLIST,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,180000,77,8/12/22,Destroy Lonely,71,['Destroy Lonely'],[231468],[['vapor trap']],"Bitch, I wake up, no stylist Fresh as fuck, I put it on, no help, I did this shit Got this fine ho, no makeup, and she still look bad as shit She in school but it's cool, yeah, I still might bag this bitch Diamonds flooded like a pool, yeah, my necklace wet as shit Rock Balenciaga too, bitch, I'm flyer than a pigeon Yeah, I stack my paper up way taller than a midget All these niggas lame as fuck, and they hate 'cause they don't get it Yeah, lil' bitch, I'm cool as fuck, and it's paper that I'm gettin' Fly across the globe, bitch, I'm gettin' shows, yeah, I'm on a money mission All that old shit over, but the old hoes still be tellin' mе they miss me Yeah, I fuck on hеr but I can't cuff her, I won't make her Mrs I don't know that boy, and I can't tell you how he end up missin' I can't tell you shit Bust down my neck, bust down my wrist Bust down my bitch, bust down my bitch I'm fresh as hell, bitch, I'm fly as shit Yeah, this a Hellcat, I'm whippin' this Shawty like, ""Hell yeah,"" she with the shits Shawty like, ""Hell yeah,"" she grab my stick Shawty like, ""Hell yeah,"" she grabbed my shh Bitch, I wake up, no stylist Fresh as fuck, I put it on, no help, I did this shit Got this fine ho, no makeup, and she still look bad as shit She in school but it's cool, yeah, I still might bag this bitch Diamonds flooded like a pool, yeah, my necklace wet as shit Tell that bitch to keep it bool and I might just let her kick it Got her wet just like a pool, I'm finna dive right in her kitty My bitch rockin' this shit too, I buy her that, she buy me this Told my folks I'm gettin' rich, it ain't no way I'm washin' dishes All the pretty hoes comin' to my shows, man, this shit get crazy If I fuck that bitch, I gotta wrap it up, don't want no baby I'm in the SRT, Trackhawk, tryna let my thot drive the Mercedes Yeah, on my side, nigga, don't play with this shit, you might just die today Yeah, don't play, nigga, don't play Niggas say they insane, but I'm really insane Yeah, nigga, stay in your lane 'cause mine might drive you crazy Yeah, I just fucked that bitch, I didn't know that was your bae Yeah, I just count this cash, it ain't too much to say Yeah, I just get too fly, like, what more can I say? Yeah, she doin' tricks on the dick, that ho Cirque du Soleil Yeah, I'm in Milan, shawty, eatin' squid and my bitch servin' face Bitch, I wake up, no stylist Fresh as fuck, I put it on, no help, I did this shit Got this fine ho, no makeup, and she still look bad as shit She in school but it's cool, yeah, I still might bag this bitch Diamonds flooded like a pool, yeah, my necklace wet as shit Rock Balenciaga too, bitch, I'm flyer than a pigeon Yeah, I stack my paper up way taller than a midget All these niggas lame as fuck, and they hate 'cause they don't get it Yeah, lil' bitch, I'm cool as fuck, and it's paper that I'm gettin'",193.3333333333333,580.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,6IyoLWzljeR3ldQo4KWHT6,Out thë way,Lyfë,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,150242,85,9/9/22,Yeat,82,['Yeat'],[1655928],[['pluggnb']],"(I-I'm-) pull up lil' bitch like-, pull up lil' bitch like, yeah, huh I bought a Urus today, uh-huh Paint it all yellow, look like a bird (I-I'm-) Inside big body, two times two, my money, bitch All I got, yeah (I-I'm working on dying) I make money, my thot-thot-thot 'Bout to fold that money all up (ooh, BNYX) Yeah, I'm swervin' it daily (ooh, oh) Yeah, I'm causin' a madness (ooh, oh) Yeah, I'm fuckin' the baddest, uh Yeah, I bought me the Crowdless (ooh, oh) I bought me the gems Yeah, I never need practice (ooh, oh) My money gon' double or triple Yeah, your money subtractin' (ooh, oh) Yeah, peeled off on the jakes Peeled off on the cops Peeled off on a swerve (ooh, oh) Yeah, I ain't even fuckin' with nobody Bitch got a crib in the 'burbs (ooh, oh) Yeah, this shit could've gone so bad This shit could've gotten worse, yeah (ooh, oh) Yeah, free YSL out the chain gang, big fuck 12, they birds (brr) I ran up my money the most I'm richer than all of them nerds (yeah) Yeah, I'm flexin' a big bankroll These knots in my pockets, it hurt (big bankroll) I had to chase it, the Tonka, the vision Kept rippin' the car 'til it burn (skrrt) ♪ I think I'm Osama, lil' bitch, yeah The way that I blew up and left on the Earth (bang) I hope that you don't think you could just rock with the gang You can't come over here (no way) You can try pullin' up on us lil' bitch (ooh) You get hit with a motherfuckin' AR (ooh, oh) I don't even be postin' no pics on the Instagram Bitch, I just motherfuckin' stay out (ooh, oh) Bitch, you can't do it like me, you can't do it like us You gon' get up and pay out (ooh, oh) You can be stuck in the mix with a couple lil' blicks But it's always a way out (I-I'm-) Hey, hey, been swervin' the motherfuckin' jakes on the side The motherfucker told me to spin, hey, hey (I'm working on dying) I don't even understand how they get this shit anyways (BNYX) But a motherfucker lame Now, loud, I used to be shippin' the pound (hey, hey) I bought the motherfuckin' karat, lil' bitch Yeah, look at me now (hey, hey) Yeah, look at these motherfuckin' diamonds Listen the way that they sound (hey, hey) Yeah, new watch every day of the week, Lil' Rollie bitch, with the AP (hey, hey, hey, hey) (I-I'm-) pull up lil' bitch like-, pull up lil' bitch like, yeah, huh I bought a Urus today, uh-huh Paint it all yellow, look like a bird (I-I'm-) Inside big body, two times two, my money, bitch All I got, yeah (I-I'm working on dying) I make money, my thot-thot-thot 'Bout to fold that money all up (ooh, BNYX) Yeah, I'm swervin' it daily (ooh, oh) Yeah, I'm causin' a madness (ooh, oh) Yeah, I'm fuckin' the baddest, uh Yeah, I bought me the Crowdless (ooh, oh) I bought me the gems Yeah, I never need practice (ooh, oh) My money gon' double or triple, yeah, your money subtractin' Traps",216.45079272107665,542.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,45k6Qexq0mavylcq1hNl4G,Black,I Rest My Case,0.563,0.805,6,-7.069,0,0.359,0.0516,0.0,0.474,0.281,75.044,128000,70,1/6/23,YoungBoy Never Broke Again,85,['YoungBoy Never Broke Again'],[10325981],"[['baton rouge rap', 'trap']]","Hm, hm, hm, mm Pull up, G-Wagon, huh, mm Mm Different, mm (They hoes) Uh, hey, yeah, uh-huh (These niggas, they hoes) We don't fuck wit' these niggas, they hoes (What?) Fire, bitch, gang, uh, uh, uh (We don't fuck wit' these niggas, they hoes) Mm, mm (I don't fuck with these niggas, they hoes) Who the fuck is lil' shawty? (Fuck is lil' shawty?) Where the fuck is yo' nigga? (Fuck is yo' nigga?) How you get to this party? Don't bring Backwoods, I like Swishers I gotta Draco in the sack nigga, shoot the car, tryna knock out the engine (Boom, baow, baow) I keep this shit kickin' on top of my pimpin' (Yeah) Dirty rod in my pouch, gotta know I ain't slippin' (Yeah, go) Black, hm, hm, I want everything black, huh (Black) Want everything black (Black), I'm buyin' everything, black (Black) I want that ass, fat (Ass fat), my Range Rover black (Black) I want a whole 'nother bag (bag) Huh, I want a hundred-round Gat (Hundred-round Gat) And I want lil' shawty, she bad (Bad) Huh, I wanna beat in her back (Beat in her back) And I wanna kill all my opps (Kill all my opps) They ain't comin' back I want hit her if she thick (Woo) I wanna keep this shit on track (Keep this shit on track) And I went bought like thirty Rollies like a nigga Ric Flair (Yeah, yeah, like a nigga Ric Flair) Wait, hm, like a nigga Ric Flair, mm (Ah) And I want damn near thirty Rollies like a nigga Ric Flair Ha, haha, like a nigga Ric Flair, ha (You already know) And I'm so high, might fly a bitch out for to dye my hair (Uh) These rappers be talkin' that shit and they broke And they know for a fact I make slimes pull up They be stealin' the swag so we fuckin' they ho Pick her up, hit the bitch in the back of my truck (Uh) I don't care, all this money not here for the show Let her ride me on top while I sit in the chair I be fiendin', bitch, I be takin' these pills I could pull her shit off 'cause I paid for the hair Different, mm-ah I don't fuck wit' these niggas, they hoes We don't fuck wit' these niggas, they hoes Why you think we be fuckin' they hoes? (Know I'm rich) Tell 'em that I'ma just fye (Rich, rich, rich, rich) How you think that I pay for that Rolls? (That Rolls) I just crept up from the paint, huh You know that I brought my bros",208.59375,445.0
Rap Caviar,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,4r9GyHViUSb8iVXQsJc8U5,Chit Chat,Coke Boys 6,0.863,0.402,6,-10.403,1,0.338,0.561,0.0,0.0681,0.561,103.945,154781,66,1/6/23,French Montana,77,"['French Montana', 'Smooky MarGielaa', 'A$AP Rocky', 'DJ Drama']","[4835882, 185824, 11752160, 1353809]","[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['melodic rap', 'nyc rap', 'vapor trap'], ['east coast hip hop', 'hip hop', 'rap'], ['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']]","Let's have a chit chat Dramatic, nigga (D-D-Dramatic) Life ain't regular, 2018 Hugh Hefner In the future like a Jetson, hover scooters like a Vespa Gotta guess, please attest, ask no questions (Woo) I'ma hit it, I'ma kill it (Yeah), R.I.P., laid out on stretcher (Woo, woo) Uh, eat the vegetable (Woo, woo) Eco-friendly, might invest into a Tesla (Brr) Let it register (Woo, woo, woo, woo, woo) Shit get spooky, word to Smooky MarGielaa (Baow, baow) (Gangsta) MarGielaa, man, I ain't even with that chit chat (Woo) Forty chains on my neck, milli' where my wrist at Couple goons with the tool (Ha), when we pull up, get back (Huh) Got a lame nigga callin' (Huh), 'cause he want his bitch back (Woo) Damn (Brr) Run up on, I'ma give it right back (Woo, brr) Three foreigns parked up, boy, you can't afford that (Baow) Got some boomin', in Margiela's, five racks plus tax (Yeah) Fake niggas always lookin', why they get they movin' like that? (Yeah) Ayy, skrrt off with your shorty in a beamer (Yeah) Say you lookin' for her, I ain't never see her (Yeah, woah) Came from duckin' felonies and misdemeanors (Woo, woo) Ain't wanna see us cappin', down in big arenas (Woo, woo) I'm big G.R.A.P.E., but I got an old demeanor (Woo) Don't run up, 'cause you know I keep my nina (Woo) Haters always hatin', get no money, they can't keep up (Woo) Stay up out my business, you should go and get your green up (Woo) MarGielaa man, I ain't even with that chit chat (Woo) Forty chains on my neck, milli' where my wrist at (Ha) Couple goons with the tool, when we pull up, get back (Montana) Got a lame nigga callin', 'cause he want his bitch back (Haan) Damn '88 rope chain on body beamers (Skrrt) South Bronx, Mona Lisa, anybody seen her (Woo) Montana, man, whip it up for that get back (Yeah) Got a thing with me, wanna fuck? No chit-chat (Haan) Two-hundred bands, AP, baguette, wrist wrap (Woo, woo, woo) Yeah, taliban, rack top, niggas big cap (Woo, woo, brr) Yeah, marchin' band, hundred rounds hangin' off the chopper (Woo, woo, woo, woo, woo, brr) 2020 done, yeah, Phantom of the Opera (Haan) Word to them crabs on the island eatin' lobster (Woo) Straight to the back, she hold my dick like an Oscar (Ah) Wait 'til you see it from the photo (Photo) Shooter with me, ridin' with a sawed off (Sawed off, baow) I'll never do my dawg like Manolo (Manolo) Paparazzi pay a hunnid bands for the photo I was spinnin' block, blow the top off your coupe Montega man, MarGielaa man what it do? MarGielaa man, I ain't even with that chit chat Forty chains on my neck, milli' where my wrist at Couple goons with the tool, when we pull up, get back Got a lame nigga callin', 'cause he want his bitch back Damn (Gangsta Grillz) Too late Took your bitch to Paris like Mason Martin Hahaha",196.9233949903412,508.0
